,popularity,title,vote_average,vote_count,vote_total,runtime_minutes,genre,production_budget,worldwide_gross,worldwide_profit,release_date,percent_returns
766,11.964,We Need to Talk About Kevin,7.6,1306,9925.6,112.0,Mystery,7000000,10765283,3765283,2011-12-09,153.78975714285716
767,11.964,We Need to Talk About Kevin,7.6,1306,9925.6,112.0,Thriller,7000000,10765283,3765283,2011-12-09,153.78975714285716
768,11.932,The Three Musketeers,5.7,1596,9097.2,110.0,Action,90000000,139877913,49877913,2011-10-20,155.41990333333334
769,11.932,The Three Musketeers,5.7,1596,9097.2,110.0,Adventure,90000000,139877913,49877913,2011-10-20,155.41990333333334
770,11.932,The Three Musketeers,5.7,1596,9097.2,110.0,Romance,90000000,139877913,49877913,2011-10-20,155.41990333333334
771,11.909,Trespass,5.5,589,3239.5,91.0,Crime,35000000,786532,-34213468,2011-10-14,2.2472342857142857
772,11.909,Trespass,5.5,589,3239.5,91.0,Drama,35000000,786532,-34213468,2011-10-14,2.2472342857142857
773,11.909,Trespass,5.5,589,3239.5,91.0,Thriller,35000000,786532,-34213468,2011-10-14,2.2472342857142857
774,11.856,Red Riding Hood,5.9,1884,11115.6,100.0,Fantasy,42000000,91678442,49678442,2011-03-11,218.28200476190477
775,11.856,Red Riding Hood,5.9,1884,11115.6,100.0,Horror,42000000,91678442,49678442,2011-03-11,218.28200476190477
776,11.856,Red Riding Hood,5.9,1884,11115.6,100.0,Mystery,42000000,91678442,49678442,2011-03-11,218.28200476190477
777,11.812,The Lincoln Lawyer,7.1,1525,10827.5,118.0,Crime,40000000,87145086,47145086,2011-03-18,217.862715
778,11.812,The Lincoln Lawyer,7.1,1525,10827.5,118.0,Drama,40000000,87145086,47145086,2011-03-18,217.862715
779,11.812,The Lincoln Lawyer,7.1,1525,10827.5,118.0,Thriller,40000000,87145086,47145086,2011-03-18,217.862715
780,11.571,The Sitter,5.4,472,2548.8,81.0,Comedy,25000000,38749404,13749404,2011-12-09,154.997616
781,11.569,The Tree of Life,6.6,1730,11418.0,139.0,Drama,35000000,61721826,26721826,2011-05-27,176.3480742857143
782,11.569,The Tree of Life,6.6,1730,11418.0,139.0,Fantasy,35000000,61721826,26721826,2011-05-27,176.3480742857143
783,11.36,Super,6.6,726,4791.599999999999,96.0,Action,2500000,593933,-1906067,2011-03-31,23.75732
784,11.36,Super,6.6,726,4791.599999999999,96.0,Comedy,2500000,593933,-1906067,2011-03-31,23.75732
785,11.36,Super,6.6,726,4791.599999999999,96.0,Drama,2500000,593933,-1906067,2011-03-31,23.75732
786,11.324000000000002,The Muppets,6.6,831,5484.599999999999,103.0,Adventure,45000000,160971922,115971922,2011-11-23,357.7153822222222
787,11.324000000000002,The Muppets,6.6,831,5484.599999999999,103.0,Comedy,45000000,160971922,115971922,2011-11-23,357.7153822222222
788,11.324000000000002,The Muppets,6.6,831,5484.599999999999,103.0,Family,45000000,160971922,115971922,2011-11-23,357.7153822222222
789,11.321,Take Me Home Tonight,6.1,339,2067.9,97.0,Comedy,19000000,7576604,-11423396,2011-03-04,39.87686315789474
790,11.321,Take Me Home Tonight,6.1,339,2067.9,97.0,Drama,19000000,7576604,-11423396,2011-03-04,39.87686315789474
791,11.321,Take Me Home Tonight,6.1,339,2067.9,97.0,Romance,19000000,7576604,-11423396,2011-03-04,39.87686315789474
792,11.315,30 Minutes or Less,5.6,825,4620.0,83.0,Action,28000000,40966716,12966716,2011-08-12,146.30970000000002
793,11.315,30 Minutes or Less,5.6,825,4620.0,83.0,Comedy,28000000,40966716,12966716,2011-08-12,146.30970000000002
794,11.315,30 Minutes or Less,5.6,825,4620.0,83.0,Crime,28000000,40966716,12966716,2011-08-12,146.30970000000002
795,11.277,Jack and Jill,4.1,1124,4608.4,91.0,Comedy,79000000,150519217,71519217,2011-11-11,190.53065443037974
796,11.236,Take Shelter,7.2,787,5666.400000000001,121.0,Drama,4750000,4972016,222016,2011-09-30,104.67402105263157
797,11.236,Take Shelter,7.2,787,5666.400000000001,121.0,Horror,4750000,4972016,222016,2011-09-30,104.67402105263157
798,11.236,Take Shelter,7.2,787,5666.400000000001,121.0,Thriller,4750000,4972016,222016,2011-09-30,104.67402105263157
799,11.147,Winnie the Pooh,6.9,444,3063.6000000000004,63.0,Adventure,30000000,50145607,20145607,2011-07-14,167.15202333333335
800,11.147,Winnie the Pooh,6.9,444,3063.6000000000004,63.0,Animation,30000000,50145607,20145607,2011-07-14,167.15202333333335
801,11.147,Winnie the Pooh,6.9,444,3063.6000000000004,63.0,Comedy,30000000,50145607,20145607,2011-07-14,167.15202333333335
802,11.123,Melancholia,7.1,1642,11658.199999999999,135.0,Drama,9400000,21817298,12417298,2011-11-11,232.098914893617
803,11.123,Melancholia,7.1,1642,11658.199999999999,135.0,Sci-Fi,9400000,21817298,12417298,2011-11-11,232.098914893617
804,11.022,Almost Famous,7.5,1339,10042.5,95.0,Comedy,60000000,47371191,-12628809,2000-09-15,78.95198500000001
805,11.022,Almost Famous,7.5,1339,10042.5,95.0,Drama,60000000,47371191,-12628809,2000-09-15,78.95198500000001
806,11.022,Almost Famous,7.5,1339,10042.5,95.0,Family,60000000,47371191,-12628809,2000-09-15,78.95198500000001
807,11.017,Monte Carlo,6.2,1193,7396.6,109.0,Adventure,20000000,39686769,19686769,2011-07-01,198.43384500000002
808,11.017,Monte Carlo,6.2,1193,7396.6,109.0,Comedy,20000000,39686769,19686769,2011-07-01,198.43384500000002
809,11.017,Monte Carlo,6.2,1193,7396.6,109.0,Family,20000000,39686769,19686769,2011-07-01,198.43384500000002
810,10.831,Tinker Tailor Soldier Spy,6.7,1402,9393.4,122.0,Drama,21000000,81452811,60452811,2011-12-09,387.87052857142857
811,10.831,Tinker Tailor Soldier Spy,6.7,1402,9393.4,122.0,Mystery,21000000,81452811,60452811,2011-12-09,387.87052857142857
812,10.831,Tinker Tailor Soldier Spy,6.7,1402,9393.4,122.0,Thriller,21000000,81452811,60452811,2011-12-09,387.87052857142857
813,10.764,Zookeeper,5.3,886,4695.8,102.0,Comedy,80000000,170805525,90805525,2011-07-08,213.50690625
814,10.764,Zookeeper,5.3,886,4695.8,102.0,Family,80000000,170805525,90805525,2011-07-08,213.50690625
815,10.764,Zookeeper,5.3,886,4695.8,102.0,Romance,80000000,170805525,90805525,2011-07-08,213.50690625
816,10.73,The Darkest Hour,4.9,735,3601.5000000000005,89.0,Action,34800000,62831715,28031715,2011-12-25,180.5509051724138
817,10.73,The Darkest Hour,4.9,735,3601.5000000000005,89.0,Adventure,34800000,62831715,28031715,2011-12-25,180.5509051724138
818,10.73,The Darkest Hour,4.9,735,3601.5000000000005,89.0,Horror,34800000,62831715,28031715,2011-12-25,180.5509051724138
819,10.679,Dolphin Tale,6.8,327,2223.6,113.0,Drama,37000000,96068724,59068724,2011-09-23,259.64520000000005
820,10.679,Dolphin Tale,6.8,327,2223.6,113.0,Family,37000000,96068724,59068724,2011-09-23,259.64520000000005
821,10.584,Colombiana,6.5,1371,8911.5,108.0,Action,40000000,72295262,32295262,2011-08-26,180.73815499999998
822,10.584,Colombiana,6.5,1371,8911.5,108.0,Drama,40000000,72295262,32295262,2011-08-26,180.73815499999998
823,10.584,Colombiana,6.5,1371,8911.5,108.0,Thriller,40000000,72295262,32295262,2011-08-26,180.73815499999998
824,10.579,Assassins,6.2,666,4129.2,84.0,Action,50000000,83306268,33306268,1995-10-06,166.612536
825,10.579,Assassins,6.2,666,4129.2,84.0,Drama,50000000,83306268,33306268,1995-10-06,166.612536
826,10.579,Assassins,6.2,666,4129.2,84.0,Thriller,50000000,83306268,33306268,1995-10-06,166.612536
827,0.6,Assassins,1.0,1,1.0,84.0,Action,50000000,83306268,33306268,2016-06-03,166.612536
828,0.6,Assassins,1.0,1,1.0,84.0,Drama,50000000,83306268,33306268,2016-06-03,166.612536
829,0.6,Assassins,1.0,1,1.0,84.0,Thriller,50000000,83306268,33306268,2016-06-03,166.612536
830,10.542,Legend,6.2,509,3155.8,134.0,Horror,25000000,42425450,17425450,1986-04-18,169.7018
831,10.542,Legend,6.2,509,3155.8,134.0,Horror,25000000,42425450,17425450,1986-04-18,169.7018
832,10.195,Legend,6.8,1692,11505.6,134.0,Horror,25000000,42425450,17425450,2015-11-20,169.7018
833,10.542,Legend,6.2,509,3155.8,134.0,Horror,25000000,42425450,17425450,1986-04-18,169.7018
834,10.195,Legend,6.8,1692,11505.6,134.0,Horror,25000000,42425450,17425450,2015-11-20,169.7018
835,10.444,The Descendants,6.8,1522,10349.6,115.0,Comedy,20000000,175507800,155507800,2011-11-18,877.539
836,10.444,The Descendants,6.8,1522,10349.6,115.0,Drama,20000000,175507800,155507800,2011-11-18,877.539
837,10.444,Contagion,6.3,2128,13406.4,106.0,Action,60000000,137551594,77551594,2011-09-09,229.25265666666667
838,10.444,Contagion,6.3,2128,13406.4,106.0,Drama,60000000,137551594,77551594,2011-09-09,229.25265666666667
839,10.444,Contagion,6.3,2128,13406.4,106.0,Thriller,60000000,137551594,77551594,2011-09-09,229.25265666666667
840,10.390999999999998,What's Your Number?,6.4,1271,8134.400000000001,106.0,Comedy,20000000,30163785,10163785,2011-09-30,150.818925
841,10.390999999999998,What's Your Number?,6.4,1271,8134.400000000001,106.0,Romance,20000000,30163785,10163785,2011-09-30,150.818925
842,10.378,War Horse,7.2,1849,13312.800000000001,146.0,Drama,70000000,156815529,86815529,2011-12-25,224.02218428571427
843,10.378,War Horse,7.2,1849,13312.800000000001,146.0,History,70000000,156815529,86815529,2011-12-25,224.02218428571427
844,10.378,War Horse,7.2,1849,13312.800000000001,146.0,War,70000000,156815529,86815529,2011-12-25,224.02218428571427
845,10.352,A Dangerous Method,6.3,1066,6715.8,99.0,Biography,20000000,14807531,-5192469,2011-11-23,74.037655
846,10.352,A Dangerous Method,6.3,1066,6715.8,99.0,Drama,20000000,14807531,-5192469,2011-11-23,74.037655
847,10.352,A Dangerous Method,6.3,1066,6715.8,99.0,Romance,20000000,14807531,-5192469,2011-11-23,74.037655
848,10.322,Beginners,6.9,532,3670.8,105.0,Comedy,3200000,14314407,11114407,2011-06-17,447.32521875
849,10.322,Beginners,6.9,532,3670.8,105.0,Drama,3200000,14314407,11114407,2011-06-17,447.32521875
850,10.322,Beginners,6.9,532,3670.8,105.0,Romance,3200000,14314407,11114407,2011-06-17,447.32521875
851,10.308,One Day,7.2,2105,15156.0,107.0,Drama,15000000,59168692,44168692,2011-08-19,394.45794666666666
852,10.308,One Day,7.2,2105,15156.0,107.0,Romance,15000000,59168692,44168692,2011-08-19,394.45794666666666
853,10.269,Footloose,6.6,929,6131.4,113.0,Comedy,8200000,80000000,71800000,2011-10-14,975.609756097561
854,10.269,Footloose,6.6,929,6131.4,113.0,Drama,8200000,80000000,71800000,2011-10-14,975.609756097561
855,10.269,Footloose,6.6,929,6131.4,113.0,Music,8200000,80000000,71800000,2011-10-14,975.609756097561
856,10.181,Carnage,7.1,1478,10493.8,80.0,Comedy,25000000,38112154,13112154,2011-12-16,152.448616
857,10.181,Carnage,7.1,1478,10493.8,80.0,Drama,25000000,38112154,13112154,2011-12-16,152.448616
858,10.177,The Guard,6.9,563,3884.7000000000003,96.0,Comedy,6000000,21197454,15197454,2011-07-29,353.2909
859,10.177,The Guard,6.9,563,3884.7000000000003,96.0,Crime,6000000,21197454,15197454,2011-07-29,353.2909
860,10.177,The Guard,6.9,563,3884.7000000000003,96.0,Thriller,6000000,21197454,15197454,2011-07-29,353.2909
861,10.155,The Artist,7.4,1787,13223.800000000001,100.0,Comedy,16000000,128256712,112256712,2011-10-14,801.6044499999999
862,10.155,The Artist,7.4,1787,13223.800000000001,100.0,Drama,16000000,128256712,112256712,2011-10-14,801.6044499999999
863,10.155,The Artist,7.4,1787,13223.800000000001,100.0,Romance,16000000,128256712,112256712,2011-10-14,801.6044499999999
864,10.136,Beastly,6.1,1748,10662.8,86.0,Drama,17000000,38028230,21028230,2011-03-04,223.69547058823528
865,10.136,Beastly,6.1,1748,10662.8,86.0,Fantasy,17000000,38028230,21028230,2011-03-04,223.69547058823528
866,10.136,Beastly,6.1,1748,10662.8,86.0,Romance,17000000,38028230,21028230,2011-03-04,223.69547058823528
867,10.128,Miss Bala,6.3,50,315.0,113.0,Crime,15000000,15362298,362298,2011-10-01,102.41532
868,10.128,Miss Bala,6.3,50,315.0,113.0,Drama,15000000,15362298,362298,2011-10-01,102.41532
869,10.128,Miss Bala,6.3,50,315.0,113.0,Thriller,15000000,15362298,362298,2011-10-01,102.41532
870,10.127,The Ides of March,6.7,1405,9413.5,101.0,Drama,23000000,77735925,54735925,2011-10-07,337.98228260869564
871,10.127,The Ides of March,6.7,1405,9413.5,101.0,Thriller,23000000,77735925,54735925,2011-10-07,337.98228260869564
872,10.091,Like Crazy,6.5,638,4147.0,86.0,Drama,250000,3728400,3478400,2011-10-28,1491.3600000000001
873,10.091,Like Crazy,6.5,638,4147.0,86.0,Romance,250000,3728400,3478400,2011-10-28,1491.3600000000001
874,10.03,Another Earth,6.7,853,5715.1,92.0,Drama,175000,2102779,1927779,2011-07-22,1201.588
875,10.03,Another Earth,6.7,853,5715.1,92.0,Romance,175000,2102779,1927779,2011-07-22,1201.588
876,10.03,Another Earth,6.7,853,5715.1,92.0,Sci-Fi,175000,2102779,1927779,2011-07-22,1201.588
877,10.015,Haywire,5.6,747,4183.2,93.0,Action,23000000,36374700,13374700,2011-11-06,158.1508695652174
878,10.015,Haywire,5.6,747,4183.2,93.0,Drama,23000000,36374700,13374700,2011-11-06,158.1508695652174
879,10.015,Haywire,5.6,747,4183.2,93.0,Thriller,23000000,36374700,13374700,2011-11-06,158.1508695652174
880,9.984,Hall Pass,5.5,1009,5549.5,105.0,Comedy,68000000,87173475,19173475,2011-02-25,128.1962867647059
881,9.984,Hall Pass,5.5,1009,5549.5,105.0,Romance,68000000,87173475,19173475,2011-02-25,128.1962867647059
882,9.931,We Bought a Zoo,6.7,1523,10204.1,124.0,Comedy,50000000,118729073,68729073,2011-12-23,237.458146
883,9.931,We Bought a Zoo,6.7,1523,10204.1,124.0,Drama,50000000,118729073,68729073,2011-12-23,237.458146
884,9.931,We Bought a Zoo,6.7,1523,10204.1,124.0,Family,50000000,118729073,68729073,2011-12-23,237.458146
885,9.805,Bridesmaids,6.5,2783,18089.5,125.0,Comedy,32500000,289632023,257132023,2011-05-13,891.1754553846154
886,9.805,Bridesmaids,6.5,2783,18089.5,125.0,Romance,32500000,289632023,257132023,2011-05-13,891.1754553846154
887,9.709,Hanna,6.6,1944,12830.4,111.0,Action,30000000,65343694,35343694,2011-04-08,217.81231333333335
888,9.709,Hanna,6.6,1944,12830.4,111.0,Drama,30000000,65343694,35343694,2011-04-08,217.81231333333335
889,9.709,Hanna,6.6,1944,12830.4,111.0,Thriller,30000000,65343694,35343694,2011-04-08,217.81231333333335
890,9.676,The Rite,5.9,994,5864.6,114.0,Drama,37000000,97143987,60143987,2011-01-28,262.5513162162162
891,9.676,The Rite,5.9,994,5864.6,114.0,Horror,37000000,97143987,60143987,2011-01-28,262.5513162162162
892,9.676,The Rite,5.9,994,5864.6,114.0,Mystery,37000000,97143987,60143987,2011-01-28,262.5513162162162
893,9.669,Paranormal Activity 3,5.9,1197,7062.3,83.0,Horror,5000000,207039844,202039844,2011-10-21,4140.79688
894,9.669,Paranormal Activity 3,5.9,1197,7062.3,83.0,Mystery,5000000,207039844,202039844,2011-10-21,4140.79688
895,9.669,Paranormal Activity 3,5.9,1197,7062.3,83.0,Thriller,5000000,207039844,202039844,2011-10-21,4140.79688
896,9.612,Attack the Block,6.4,1144,7321.6,88.0,Action,13000000,6459183,-6540817,2011-07-29,49.68602307692308
897,9.612,Attack the Block,6.4,1144,7321.6,88.0,Comedy,13000000,6459183,-6540817,2011-07-29,49.68602307692308
898,9.612,Attack the Block,6.4,1144,7321.6,88.0,Sci-Fi,13000000,6459183,-6540817,2011-07-29,49.68602307692308
899,9.518,The Dilemma,5.3,448,2374.4,111.0,Comedy,70000000,70546865,546865,2011-01-13,100.78123571428573
900,9.518,The Dilemma,5.3,448,2374.4,111.0,Drama,70000000,70546865,546865,2011-01-13,100.78123571428573
901,9.498,Margin Call,6.8,856,5820.8,107.0,Drama,3400000,20433227,17033227,2011-10-21,600.9772647058824
902,9.498,Margin Call,6.8,856,5820.8,107.0,Thriller,3400000,20433227,17033227,2011-10-21,600.9772647058824
903,9.477,Martha Marcy May Marlene,6.7,413,2767.1,102.0,Drama,1000000,5438911,4438911,2011-10-21,543.8911
904,9.477,Martha Marcy May Marlene,6.7,413,2767.1,102.0,Mystery,1000000,5438911,4438911,2011-10-21,543.8911
905,9.477,Martha Marcy May Marlene,6.7,413,2767.1,102.0,Thriller,1000000,5438911,4438911,2011-10-21,543.8911
906,9.393,Madea's Big Happy Family,6.7,71,475.7,106.0,Comedy,25000000,54160818,29160818,2011-04-22,216.643272
907,9.393,Madea's Big Happy Family,6.7,71,475.7,106.0,Drama,25000000,54160818,29160818,2011-04-22,216.643272
908,9.15,The Other Woman,6.2,220,1364.0,109.0,Comedy,40000000,195111193,155111193,2011-02-04,487.7779825
909,9.15,The Other Woman,6.2,220,1364.0,109.0,Romance,40000000,195111193,155111193,2011-02-04,487.7779825
910,11.894,The Other Woman,6.3,2276,14338.8,109.0,Comedy,40000000,195111193,155111193,2014-04-25,487.7779825
911,11.894,The Other Woman,6.3,2276,14338.8,109.0,Romance,40000000,195111193,155111193,2014-04-25,487.7779825
912,6.359,The Other Woman,4.9,60,294.0,109.0,Comedy,40000000,195111193,155111193,2018-04-30,487.7779825
913,6.359,The Other Woman,4.9,60,294.0,109.0,Romance,40000000,195111193,155111193,2018-04-30,487.7779825
914,9.12,Machine Gun Preacher,6.5,477,3100.5,129.0,Action,30000000,3721988,-26278012,2011-09-23,12.406626666666666
915,9.12,Machine Gun Preacher,6.5,477,3100.5,129.0,Biography,30000000,3721988,-26278012,2011-09-23,12.406626666666666
916,9.12,Machine Gun Preacher,6.5,477,3100.5,129.0,Crime,30000000,3721988,-26278012,2011-09-23,12.406626666666666
917,9.078,Puss in Boots,6.3,1422,8958.6,90.0,Action,130000000,554987477,424987477,2011-10-28,426.9134438461538
918,9.078,Puss in Boots,6.3,1422,8958.6,90.0,Adventure,130000000,554987477,424987477,2011-10-28,426.9134438461538
919,9.078,Puss in Boots,6.3,1422,8958.6,90.0,Animation,130000000,554987477,424987477,2011-10-28,426.9134438461538
923,8.987,The Iron Lady,6.4,899,5753.6,105.0,Biography,14000000,115592104,101592104,2011-12-30,825.6578857142857
924,8.987,The Iron Lady,6.4,899,5753.6,105.0,Drama,14000000,115592104,101592104,2011-12-30,825.6578857142857
925,8.961,Diary of a Wimpy Kid: Rodrick Rules,6.4,492,3148.8,99.0,Comedy,18000000,73695194,55695194,2011-03-25,409.4177444444444
926,8.961,Diary of a Wimpy Kid: Rodrick Rules,6.4,492,3148.8,99.0,Family,18000000,73695194,55695194,2011-03-25,409.4177444444444
927,8.852,Mars Needs Moms,5.7,299,1704.3,88.0,Adventure,150000000,39549758,-110450242,2011-03-11,26.366505333333336
928,8.852,Mars Needs Moms,5.7,299,1704.3,88.0,Animation,150000000,39549758,-110450242,2011-03-11,26.366505333333336
929,8.852,Mars Needs Moms,5.7,299,1704.3,88.0,Family,150000000,39549758,-110450242,2011-03-11,26.366505333333336
930,8.844,Hobo with a Shotgun,5.9,300,1770.0,86.0,Action,3000000,834953,-2165047,2011-05-06,27.831766666666667
931,8.844,Hobo with a Shotgun,5.9,300,1770.0,86.0,Comedy,3000000,834953,-2165047,2011-05-06,27.831766666666667
932,8.844,Hobo with a Shotgun,5.9,300,1770.0,86.0,Horror,3000000,834953,-2165047,2011-05-06,27.831766666666667
933,8.821,"Jeff, Who Lives at Home",6.2,320,1984.0,83.0,Comedy,10000000,4708127,-5291873,2011-09-13,47.081269999999996
934,8.821,"Jeff, Who Lives at Home",6.2,320,1984.0,83.0,Drama,10000000,4708127,-5291873,2011-09-13,47.081269999999996
935,8.749,Straw Dogs,5.7,255,1453.5,110.0,Action,25000000,11253821,-13746179,2011-09-16,45.015284
936,8.749,Straw Dogs,5.7,255,1453.5,110.0,Drama,25000000,11253821,-13746179,2011-09-16,45.015284
937,8.749,Straw Dogs,5.7,255,1453.5,110.0,Thriller,25000000,11253821,-13746179,2011-09-16,45.015284
938,8.747,Margaret,6.3,138,869.4,150.0,Drama,14000000,623292,-13376708,2011-09-30,4.4520857142857135
939,8.695,The Art of Getting By,6.5,752,4888.0,83.0,Drama,4000000,1989035,-2010965,2011-06-17,49.725875
940,8.695,The Art of Getting By,6.5,752,4888.0,83.0,Romance,4000000,1989035,-2010965,2011-06-17,49.725875
941,8.689,5 Days of War,5.7,102,581.4,113.0,Action,12000000,87793,-11912207,2011-08-18,0.7316083333333333
942,8.689,5 Days of War,5.7,102,581.4,113.0,Drama,12000000,87793,-11912207,2011-08-18,0.7316083333333333
943,8.689,5 Days of War,5.7,102,581.4,113.0,War,12000000,87793,-11912207,2011-08-18,0.7316083333333333
944,8.628,J. Edgar,6.2,1303,8078.6,137.0,Biography,35000000,84606030,49606030,2011-11-09,241.7315142857143
945,8.628,J. Edgar,6.2,1303,8078.6,137.0,Crime,35000000,84606030,49606030,2011-11-09,241.7315142857143
946,8.628,J. Edgar,6.2,1303,8078.6,137.0,Drama,35000000,84606030,49606030,2011-11-09,241.7315142857143
947,8.602,Justin Bieber: Never Say Never,5.1,240,1224.0,105.0,Documentary,13000000,99034125,86034125,2011-02-11,761.8009615384615
948,8.602,Justin Bieber: Never Say Never,5.1,240,1224.0,105.0,Music,13000000,99034125,86034125,2011-02-11,761.8009615384615
949,8.523,Our Idiot Brother,6.1,527,3214.7,90.0,Comedy,5000000,25861249,20861249,2011-08-26,517.2249800000001
950,8.523,Our Idiot Brother,6.1,527,3214.7,90.0,Drama,5000000,25861249,20861249,2011-08-26,517.2249800000001
951,8.494,The Innkeepers,5.5,324,1782.0,101.0,Drama,750000,1011535,261535,2011-12-30,134.87133333333335
952,8.494,The Innkeepers,5.5,324,1782.0,101.0,Horror,750000,1011535,261535,2011-12-30,134.87133333333335
953,8.494,The Innkeepers,5.5,324,1782.0,101.0,Mystery,750000,1011535,261535,2011-12-30,134.87133333333335
954,8.477,Jumping the Broom,6.0,103,618.0,112.0,Comedy,7000000,38158601,31158601,2011-05-06,545.1228714285714
955,8.477,Jumping the Broom,6.0,103,618.0,112.0,Drama,7000000,38158601,31158601,2011-05-06,545.1228714285714
956,8.459,Soul Surfer,7.0,688,4816.0,112.0,Biography,18000000,47158652,29158652,2011-04-08,261.9925111111111
957,8.459,Soul Surfer,7.0,688,4816.0,112.0,Drama,18000000,47158652,29158652,2011-04-08,261.9925111111111
958,8.459,Soul Surfer,7.0,688,4816.0,112.0,Family,18000000,47158652,29158652,2011-04-08,261.9925111111111
959,8.443,The Eagle,6.1,694,4233.4,114.0,Action,25000000,38993548,13993548,2011-02-11,155.974192
960,8.443,The Eagle,6.1,694,4233.4,114.0,Adventure,25000000,38993548,13993548,2011-02-11,155.974192
961,8.443,The Eagle,6.1,694,4233.4,114.0,Drama,25000000,38993548,13993548,2011-02-11,155.974192
962,8.384,Apollo 18,5.0,486,2430.0,86.0,Horror,5000000,26517819,21517819,2011-09-02,530.3563800000001
963,8.384,Apollo 18,5.0,486,2430.0,86.0,Mystery,5000000,26517819,21517819,2011-09-02,530.3563800000001
964,8.384,Apollo 18,5.0,486,2430.0,86.0,Sci-Fi,5000000,26517819,21517819,2011-09-02,530.3563800000001
965,8.335,Young Adult,5.7,603,3437.1,94.0,Comedy,12000000,22750356,10750356,2011-12-16,189.5863
966,8.335,Young Adult,5.7,603,3437.1,94.0,Drama,12000000,22750356,10750356,2011-12-16,189.5863
967,8.326,Weekend,7.5,287,2152.5,97.0,Drama,190000,1577585,1387585,2011-09-22,830.3078947368422
968,8.326,Weekend,7.5,287,2152.5,97.0,Romance,190000,1577585,1387585,2011-09-22,830.3078947368422
969,8.271,I Don't Know How She Does It,5.2,231,1201.2,89.0,Comedy,24000000,24474463,474463,2011-09-16,101.97692916666668
970,8.271,I Don't Know How She Does It,5.2,231,1201.2,89.0,Romance,24000000,24474463,474463,2011-09-16,101.97692916666668
971,8.134,The Roommate,5.4,406,2192.4,91.0,Drama,16000000,52545707,36545707,2011-02-04,328.41066875
972,8.134,The Roommate,5.4,406,2192.4,91.0,Thriller,16000000,52545707,36545707,2011-02-04,328.41066875
973,8.131,Happy Feet Two,5.9,754,4448.6,100.0,Adventure,135000000,157956466,22956466,2011-11-17,117.00478962962964
974,8.131,Happy Feet Two,5.9,754,4448.6,100.0,Animation,135000000,157956466,22956466,2011-11-17,117.00478962962964
975,8.131,Happy Feet Two,5.9,754,4448.6,100.0,Comedy,135000000,157956466,22956466,2011-11-17,117.00478962962964
976,8.113999999999999,Anonymous,6.4,434,2777.6000000000004,130.0,Drama,27500000,15815509,-11684491,2011-10-28,57.51094181818181
977,8.113999999999999,Anonymous,6.4,434,2777.6000000000004,130.0,Thriller,27500000,15815509,-11684491,2011-10-28,57.51094181818181
978,7.886,Arthur,5.5,399,2194.5,110.0,Comedy,40000000,47787943,7787943,2011-04-08,119.4698575
979,7.886,Arthur,5.5,399,2194.5,110.0,Romance,40000000,47787943,7787943,2011-04-08,119.4698575
980,7.879,Shark Night 3D,5.0,245,1225.0,90.0,Horror,25000000,18877153,-6122847,2011-09-02,75.508612
981,7.879,Shark Night 3D,5.0,245,1225.0,90.0,Thriller,25000000,18877153,-6122847,2011-09-02,75.508612
982,7.87,A Little Bit of Heaven,6.3,333,2097.9,106.0,Comedy,12500000,1100287,-11399713,2011-02-03,8.802296
983,7.87,A Little Bit of Heaven,6.3,333,2097.9,106.0,Drama,12500000,1100287,-11399713,2011-02-03,8.802296
984,7.87,A Little Bit of Heaven,6.3,333,2097.9,106.0,Fantasy,12500000,1100287,-11399713,2011-02-03,8.802296
985,7.816,Red State,6.1,472,2879.2,88.0,Action,4000000,1983596,-2016404,2011-09-23,49.5899
986,7.816,Red State,6.1,472,2879.2,88.0,Crime,4000000,1983596,-2016404,2011-09-23,49.5899
987,7.816,Red State,6.1,472,2879.2,88.0,Horror,4000000,1983596,-2016404,2011-09-23,49.5899
988,7.805,Trust,6.6,556,3669.6,106.0,Crime,4000000,120016,-3879984,2011-04-01,3.0004
989,7.805,Trust,6.6,556,3669.6,106.0,Drama,4000000,120016,-3879984,2011-04-01,3.0004
990,7.805,Trust,6.6,556,3669.6,106.0,Thriller,4000000,120016,-3879984,2011-04-01,3.0004
991,7.778,The Divide,5.9,302,1781.8000000000002,112.0,Drama,3000000,156362,-2843638,2011-03-13,5.212066666666667
992,7.778,The Divide,5.9,302,1781.8000000000002,112.0,Horror,3000000,156362,-2843638,2011-03-13,5.212066666666667
993,7.778,The Divide,5.9,302,1781.8000000000002,112.0,Sci-Fi,3000000,156362,-2843638,2011-03-13,5.212066666666667
994,1.5519999999999998,The Divide,2.0,1,2.0,112.0,Drama,3000000,156362,-2843638,2018-01-01,5.212066666666667
995,1.5519999999999998,The Divide,2.0,1,2.0,112.0,Horror,3000000,156362,-2843638,2018-01-01,5.212066666666667
996,1.5519999999999998,The Divide,2.0,1,2.0,112.0,Sci-Fi,3000000,156362,-2843638,2018-01-01,5.212066666666667
997,7.694,Cedar Rapids,6.0,206,1236.0,87.0,Comedy,10000000,7862131,-2137869,2011-02-11,78.62131
998,7.682,Polisse,7.8,670,5226.0,127.0,Crime,8900000,22744132,13844132,2011-11-11,255.55204494382022
999,7.682,Polisse,7.8,670,5226.0,127.0,Drama,8900000,22744132,13844132,2011-11-11,255.55204494382022
1000,7.586,The Son of No One,5.1,156,795.5999999999999,90.0,Action,15000000,1148578,-13851422,2011-11-04,7.657186666666667
