,popularity,title,vote_average,vote_count,vote_total,runtime_minutes,genre,production_budget,domestic_profit,worldwide_profit,release_date
1367,11.964,We Need to Talk About Kevin,7.6,1306,9925.6,112.0,Drama,7000000,-5261308,3765283,2011-12-09
1368,11.964,We Need to Talk About Kevin,7.6,1306,9925.6,112.0,Mystery,7000000,-5261308,3765283,2011-12-09
1369,11.964,We Need to Talk About Kevin,7.6,1306,9925.6,112.0,Thriller,7000000,-5261308,3765283,2011-12-09
1370,11.964,We Need to Talk About Kevin,7.6,1306,9925.6,112.0,Drama,7000000,-5261308,3765283,2011-12-09
1371,11.964,We Need to Talk About Kevin,7.6,1306,9925.6,112.0,Mystery,7000000,-5261308,3765283,2011-12-09
1372,11.964,We Need to Talk About Kevin,7.6,1306,9925.6,112.0,Thriller,7000000,-5261308,3765283,2011-12-09
1373,11.932,The Three Musketeers,5.7,1596,9097.2,110.0,Action,90000000,-69622087,49877913,2011-10-20
1374,11.932,The Three Musketeers,5.7,1596,9097.2,110.0,Adventure,90000000,-69622087,49877913,2011-10-20
1375,11.932,The Three Musketeers,5.7,1596,9097.2,110.0,Romance,90000000,-69622087,49877913,2011-10-20
1376,11.932,The Three Musketeers,5.7,1596,9097.2,112.0,Adventure,90000000,-69622087,49877913,2011-10-20
1377,11.909,Trespass,5.5,589,3239.5,91.0,Crime,35000000,-34983184,-34213468,2011-10-14
1378,11.909,Trespass,5.5,589,3239.5,91.0,Drama,35000000,-34983184,-34213468,2011-10-14
1379,11.909,Trespass,5.5,589,3239.5,91.0,Thriller,35000000,-34983184,-34213468,2011-10-14
1380,11.909,Trespass,5.5,589,3239.5,,Western,35000000,-34983184,-34213468,2011-10-14
1381,11.856,Red Riding Hood,5.9,1884,11115.6,100.0,Fantasy,42000000,-4337838,49678442,2011-03-11
1382,11.856,Red Riding Hood,5.9,1884,11115.6,100.0,Horror,42000000,-4337838,49678442,2011-03-11
1383,11.856,Red Riding Hood,5.9,1884,11115.6,100.0,Mystery,42000000,-4337838,49678442,2011-03-11
1384,11.812,The Lincoln Lawyer,7.1,1525,10827.5,118.0,Crime,40000000,18009200,47145086,2011-03-18
1385,11.812,The Lincoln Lawyer,7.1,1525,10827.5,118.0,Drama,40000000,18009200,47145086,2011-03-18
1386,11.812,The Lincoln Lawyer,7.1,1525,10827.5,118.0,Thriller,40000000,18009200,47145086,2011-03-18
1387,11.571,The Sitter,5.4,472,2548.8,81.0,Comedy,25000000,5542576,13749404,2011-12-09
1388,11.571,The Sitter,5.4,472,2548.8,97.0,Horror,25000000,5542576,13749404,2011-12-09
1389,11.569,The Tree of Life,6.6,1730,11418.0,139.0,Drama,35000000,-21694335,26721826,2011-05-27
1390,11.569,The Tree of Life,6.6,1730,11418.0,139.0,Fantasy,35000000,-21694335,26721826,2011-05-27
1391,11.569,The Tree of Life,6.6,1730,11418.0,60.0,Documentary,35000000,-21694335,26721826,2011-05-27
1392,11.36,Super,6.6,726,4791.599999999999,96.0,Action,2500000,-2172284,-1906067,2011-03-31
1393,11.36,Super,6.6,726,4791.599999999999,96.0,Comedy,2500000,-2172284,-1906067,2011-03-31
1394,11.36,Super,6.6,726,4791.599999999999,96.0,Drama,2500000,-2172284,-1906067,2011-03-31
1395,11.36,Super,6.6,726,4791.599999999999,140.0,Drama,2500000,-2172284,-1906067,2011-03-31
1396,11.36,Super,6.6,726,4791.599999999999,92.0,Adventure,2500000,-2172284,-1906067,2011-03-31
1397,11.324000000000002,The Muppets,6.6,831,5484.599999999999,103.0,Adventure,45000000,43625922,115971922,2011-11-23
1398,11.324000000000002,The Muppets,6.6,831,5484.599999999999,103.0,Comedy,45000000,43625922,115971922,2011-11-23
1399,11.324000000000002,The Muppets,6.6,831,5484.599999999999,103.0,Family,45000000,43625922,115971922,2011-11-23
1400,11.321,Take Me Home Tonight,6.1,339,2067.9,97.0,Comedy,19000000,-12071932,-11423396,2011-03-04
1401,11.321,Take Me Home Tonight,6.1,339,2067.9,97.0,Drama,19000000,-12071932,-11423396,2011-03-04
1402,11.321,Take Me Home Tonight,6.1,339,2067.9,97.0,Romance,19000000,-12071932,-11423396,2011-03-04
1403,11.315,30 Minutes or Less,5.6,825,4620.0,83.0,Action,28000000,9053924,12966716,2011-08-12
1404,11.315,30 Minutes or Less,5.6,825,4620.0,83.0,Comedy,28000000,9053924,12966716,2011-08-12
1405,11.315,30 Minutes or Less,5.6,825,4620.0,83.0,Crime,28000000,9053924,12966716,2011-08-12
1406,11.277,Jack and Jill,4.1,1124,4608.4,91.0,Comedy,79000000,-4841843,71519217,2011-11-11
1407,11.236,Take Shelter,7.2,787,5666.400000000001,121.0,Drama,4750000,-3021047,222016,2011-09-30
1408,11.236,Take Shelter,7.2,787,5666.400000000001,121.0,Horror,4750000,-3021047,222016,2011-09-30
1409,11.236,Take Shelter,7.2,787,5666.400000000001,121.0,Thriller,4750000,-3021047,222016,2011-09-30
1410,11.147,Winnie the Pooh,6.9,444,3063.6000000000004,63.0,Adventure,30000000,-3307154,20145607,2011-07-14
1411,11.147,Winnie the Pooh,6.9,444,3063.6000000000004,63.0,Animation,30000000,-3307154,20145607,2011-07-14
1412,11.147,Winnie the Pooh,6.9,444,3063.6000000000004,63.0,Comedy,30000000,-3307154,20145607,2011-07-14
1413,11.123,Melancholia,7.1,1642,11658.199999999999,135.0,Drama,9400000,-6369152,12417298,2011-11-11
1414,11.123,Melancholia,7.1,1642,11658.199999999999,135.0,Sci-Fi,9400000,-6369152,12417298,2011-11-11
1415,11.123,Melancholia,7.1,1642,11658.199999999999,75.0,Drama,9400000,-6369152,12417298,2011-11-11
1416,11.123,Melancholia,7.1,1642,11658.199999999999,75.0,Mystery,9400000,-6369152,12417298,2011-11-11
1417,11.123,Melancholia,7.1,1642,11658.199999999999,75.0,Romance,9400000,-6369152,12417298,2011-11-11
1418,11.123,Melancholia,7.1,1642,11658.199999999999,,Documentary,9400000,-6369152,12417298,2011-11-11
1419,11.022,Almost Famous,7.5,1339,10042.5,95.0,Comedy,60000000,-27477648,-12628809,2000-09-15
1420,11.022,Almost Famous,7.5,1339,10042.5,95.0,Drama,60000000,-27477648,-12628809,2000-09-15
1421,11.022,Almost Famous,7.5,1339,10042.5,95.0,Family,60000000,-27477648,-12628809,2000-09-15
1422,11.017,Monte Carlo,6.2,1193,7396.6,109.0,Adventure,20000000,3186769,19686769,2011-07-01
1423,11.017,Monte Carlo,6.2,1193,7396.6,109.0,Comedy,20000000,3186769,19686769,2011-07-01
1424,11.017,Monte Carlo,6.2,1193,7396.6,109.0,Family,20000000,3186769,19686769,2011-07-01
1425,10.831,Tinker Tailor Soldier Spy,6.7,1402,9393.4,122.0,Drama,21000000,3149393,60452811,2011-12-09
1426,10.831,Tinker Tailor Soldier Spy,6.7,1402,9393.4,122.0,Mystery,21000000,3149393,60452811,2011-12-09
1427,10.831,Tinker Tailor Soldier Spy,6.7,1402,9393.4,122.0,Thriller,21000000,3149393,60452811,2011-12-09
1428,10.764,Zookeeper,5.3,886,4695.8,102.0,Comedy,80000000,360866,90805525,2011-07-08
1429,10.764,Zookeeper,5.3,886,4695.8,102.0,Family,80000000,360866,90805525,2011-07-08
1430,10.764,Zookeeper,5.3,886,4695.8,102.0,Romance,80000000,360866,90805525,2011-07-08
1431,10.73,The Darkest Hour,4.9,735,3601.5000000000005,89.0,Action,34800000,-13356506,28031715,2011-12-25
1432,10.73,The Darkest Hour,4.9,735,3601.5000000000005,89.0,Adventure,34800000,-13356506,28031715,2011-12-25
1433,10.73,The Darkest Hour,4.9,735,3601.5000000000005,89.0,Horror,34800000,-13356506,28031715,2011-12-25
1434,10.73,The Darkest Hour,4.9,735,3601.5000000000005,52.0,Documentary,34800000,-13356506,28031715,2011-12-25
1435,10.73,The Darkest Hour,4.9,735,3601.5000000000005,52.0,News,34800000,-13356506,28031715,2011-12-25
1436,10.679,Dolphin Tale,6.8,327,2223.6,113.0,Drama,37000000,35286779,59068724,2011-09-23
1437,10.679,Dolphin Tale,6.8,327,2223.6,113.0,Family,37000000,35286779,59068724,2011-09-23
1438,10.584,Colombiana,6.5,1371,8911.5,108.0,Action,40000000,-3334146,32295262,2011-08-26
1439,10.584,Colombiana,6.5,1371,8911.5,108.0,Drama,40000000,-3334146,32295262,2011-08-26
1440,10.584,Colombiana,6.5,1371,8911.5,108.0,Thriller,40000000,-3334146,32295262,2011-08-26
1441,10.579,Assassins,6.2,666,4129.2,84.0,Action,50000000,-19693732,33306268,1995-10-06
1442,10.579,Assassins,6.2,666,4129.2,84.0,Drama,50000000,-19693732,33306268,1995-10-06
1443,10.579,Assassins,6.2,666,4129.2,84.0,Thriller,50000000,-19693732,33306268,1995-10-06
1444,0.6,Assassins,1.0,1,1.0,84.0,Action,50000000,-19693732,33306268,2016-06-03
1445,0.6,Assassins,1.0,1,1.0,84.0,Drama,50000000,-19693732,33306268,2016-06-03
1446,0.6,Assassins,1.0,1,1.0,84.0,Thriller,50000000,-19693732,33306268,2016-06-03
1447,10.542,Legend,6.2,509,3155.8,134.0,Horror,25000000,-9497888,-1493763,1986-04-18
1448,10.542,Legend,6.2,509,3155.8,134.0,Horror,25000000,-23127006,17425450,1986-04-18
1449,10.542,Legend,6.2,509,3155.8,34.0,Biography,25000000,-9497888,-1493763,1986-04-18
1450,10.542,Legend,6.2,509,3155.8,34.0,Biography,25000000,-23127006,17425450,1986-04-18
1451,10.542,Legend,6.2,509,3155.8,34.0,Documentary,25000000,-9497888,-1493763,1986-04-18
1452,10.542,Legend,6.2,509,3155.8,34.0,Documentary,25000000,-23127006,17425450,1986-04-18
1453,10.542,Legend,6.2,509,3155.8,168.0,Action,25000000,-9497888,-1493763,1986-04-18
1454,10.542,Legend,6.2,509,3155.8,168.0,Action,25000000,-23127006,17425450,1986-04-18
1455,10.542,Legend,6.2,509,3155.8,168.0,Drama,25000000,-9497888,-1493763,1986-04-18
1456,10.542,Legend,6.2,509,3155.8,168.0,Drama,25000000,-23127006,17425450,1986-04-18
1457,10.542,Legend,6.2,509,3155.8,132.0,Biography,25000000,-9497888,-1493763,1986-04-18
1458,10.542,Legend,6.2,509,3155.8,132.0,Biography,25000000,-23127006,17425450,1986-04-18
1459,10.542,Legend,6.2,509,3155.8,132.0,Crime,25000000,-9497888,-1493763,1986-04-18
1460,10.542,Legend,6.2,509,3155.8,132.0,Crime,25000000,-23127006,17425450,1986-04-18
1461,10.542,Legend,6.2,509,3155.8,132.0,Drama,25000000,-9497888,-1493763,1986-04-18
1462,10.542,Legend,6.2,509,3155.8,132.0,Drama,25000000,-23127006,17425450,1986-04-18
1463,10.542,Legend,6.2,509,3155.8,134.0,Horror,25000000,-9497888,-1493763,1986-04-18
1464,10.542,Legend,6.2,509,3155.8,134.0,Horror,25000000,-23127006,17425450,1986-04-18
1465,10.542,Legend,6.2,509,3155.8,34.0,Biography,25000000,-9497888,-1493763,1986-04-18
1466,10.542,Legend,6.2,509,3155.8,34.0,Biography,25000000,-23127006,17425450,1986-04-18
1467,10.542,Legend,6.2,509,3155.8,34.0,Documentary,25000000,-9497888,-1493763,1986-04-18
1468,10.542,Legend,6.2,509,3155.8,34.0,Documentary,25000000,-23127006,17425450,1986-04-18
1469,10.542,Legend,6.2,509,3155.8,168.0,Action,25000000,-9497888,-1493763,1986-04-18
1470,10.542,Legend,6.2,509,3155.8,168.0,Action,25000000,-23127006,17425450,1986-04-18
1471,10.542,Legend,6.2,509,3155.8,168.0,Drama,25000000,-9497888,-1493763,1986-04-18
1472,10.542,Legend,6.2,509,3155.8,168.0,Drama,25000000,-23127006,17425450,1986-04-18
1473,10.542,Legend,6.2,509,3155.8,132.0,Biography,25000000,-9497888,-1493763,1986-04-18
1474,10.542,Legend,6.2,509,3155.8,132.0,Biography,25000000,-23127006,17425450,1986-04-18
1475,10.542,Legend,6.2,509,3155.8,132.0,Crime,25000000,-9497888,-1493763,1986-04-18
1476,10.542,Legend,6.2,509,3155.8,132.0,Crime,25000000,-23127006,17425450,1986-04-18
1477,10.542,Legend,6.2,509,3155.8,132.0,Drama,25000000,-9497888,-1493763,1986-04-18
1478,10.542,Legend,6.2,509,3155.8,132.0,Drama,25000000,-23127006,17425450,1986-04-18
1479,10.195,Legend,6.8,1692,11505.6,134.0,Horror,25000000,-9497888,-1493763,2015-11-20
1480,10.195,Legend,6.8,1692,11505.6,134.0,Horror,25000000,-23127006,17425450,2015-11-20
1481,10.195,Legend,6.8,1692,11505.6,34.0,Biography,25000000,-9497888,-1493763,2015-11-20
1482,10.195,Legend,6.8,1692,11505.6,34.0,Biography,25000000,-23127006,17425450,2015-11-20
1483,10.195,Legend,6.8,1692,11505.6,34.0,Documentary,25000000,-9497888,-1493763,2015-11-20
1484,10.195,Legend,6.8,1692,11505.6,34.0,Documentary,25000000,-23127006,17425450,2015-11-20
1485,10.195,Legend,6.8,1692,11505.6,168.0,Action,25000000,-9497888,-1493763,2015-11-20
1486,10.195,Legend,6.8,1692,11505.6,168.0,Action,25000000,-23127006,17425450,2015-11-20
1487,10.195,Legend,6.8,1692,11505.6,168.0,Drama,25000000,-9497888,-1493763,2015-11-20
1488,10.195,Legend,6.8,1692,11505.6,168.0,Drama,25000000,-23127006,17425450,2015-11-20
1489,10.195,Legend,6.8,1692,11505.6,132.0,Biography,25000000,-9497888,-1493763,2015-11-20
1490,10.195,Legend,6.8,1692,11505.6,132.0,Biography,25000000,-23127006,17425450,2015-11-20
1491,10.195,Legend,6.8,1692,11505.6,132.0,Crime,25000000,-9497888,-1493763,2015-11-20
1492,10.195,Legend,6.8,1692,11505.6,132.0,Crime,25000000,-23127006,17425450,2015-11-20
1493,10.195,Legend,6.8,1692,11505.6,132.0,Drama,25000000,-9497888,-1493763,2015-11-20
1494,10.195,Legend,6.8,1692,11505.6,132.0,Drama,25000000,-23127006,17425450,2015-11-20
1495,10.542,Legend,6.2,509,3155.8,134.0,Horror,25000000,-9497888,-1493763,1986-04-18
1496,10.542,Legend,6.2,509,3155.8,134.0,Horror,25000000,-23127006,17425450,1986-04-18
1497,10.542,Legend,6.2,509,3155.8,34.0,Biography,25000000,-9497888,-1493763,1986-04-18
1498,10.542,Legend,6.2,509,3155.8,34.0,Biography,25000000,-23127006,17425450,1986-04-18
1499,10.542,Legend,6.2,509,3155.8,34.0,Documentary,25000000,-9497888,-1493763,1986-04-18
1500,10.542,Legend,6.2,509,3155.8,34.0,Documentary,25000000,-23127006,17425450,1986-04-18
1501,10.542,Legend,6.2,509,3155.8,168.0,Action,25000000,-9497888,-1493763,1986-04-18
1502,10.542,Legend,6.2,509,3155.8,168.0,Action,25000000,-23127006,17425450,1986-04-18
1503,10.542,Legend,6.2,509,3155.8,168.0,Drama,25000000,-9497888,-1493763,1986-04-18
1504,10.542,Legend,6.2,509,3155.8,168.0,Drama,25000000,-23127006,17425450,1986-04-18
1505,10.542,Legend,6.2,509,3155.8,132.0,Biography,25000000,-9497888,-1493763,1986-04-18
1506,10.542,Legend,6.2,509,3155.8,132.0,Biography,25000000,-23127006,17425450,1986-04-18
1507,10.542,Legend,6.2,509,3155.8,132.0,Crime,25000000,-9497888,-1493763,1986-04-18
1508,10.542,Legend,6.2,509,3155.8,132.0,Crime,25000000,-23127006,17425450,1986-04-18
1509,10.542,Legend,6.2,509,3155.8,132.0,Drama,25000000,-9497888,-1493763,1986-04-18
1510,10.542,Legend,6.2,509,3155.8,132.0,Drama,25000000,-23127006,17425450,1986-04-18
1511,10.195,Legend,6.8,1692,11505.6,134.0,Horror,25000000,-9497888,-1493763,2015-11-20
1512,10.195,Legend,6.8,1692,11505.6,134.0,Horror,25000000,-23127006,17425450,2015-11-20
1513,10.195,Legend,6.8,1692,11505.6,34.0,Biography,25000000,-9497888,-1493763,2015-11-20
1514,10.195,Legend,6.8,1692,11505.6,34.0,Biography,25000000,-23127006,17425450,2015-11-20
1515,10.195,Legend,6.8,1692,11505.6,34.0,Documentary,25000000,-9497888,-1493763,2015-11-20
1516,10.195,Legend,6.8,1692,11505.6,34.0,Documentary,25000000,-23127006,17425450,2015-11-20
1517,10.195,Legend,6.8,1692,11505.6,168.0,Action,25000000,-9497888,-1493763,2015-11-20
1518,10.195,Legend,6.8,1692,11505.6,168.0,Action,25000000,-23127006,17425450,2015-11-20
1519,10.195,Legend,6.8,1692,11505.6,168.0,Drama,25000000,-9497888,-1493763,2015-11-20
1520,10.195,Legend,6.8,1692,11505.6,168.0,Drama,25000000,-23127006,17425450,2015-11-20
1521,10.195,Legend,6.8,1692,11505.6,132.0,Biography,25000000,-9497888,-1493763,2015-11-20
1522,10.195,Legend,6.8,1692,11505.6,132.0,Biography,25000000,-23127006,17425450,2015-11-20
1523,10.195,Legend,6.8,1692,11505.6,132.0,Crime,25000000,-9497888,-1493763,2015-11-20
1524,10.195,Legend,6.8,1692,11505.6,132.0,Crime,25000000,-23127006,17425450,2015-11-20
1525,10.195,Legend,6.8,1692,11505.6,132.0,Drama,25000000,-9497888,-1493763,2015-11-20
1526,10.195,Legend,6.8,1692,11505.6,132.0,Drama,25000000,-23127006,17425450,2015-11-20
1527,10.444,The Descendants,6.8,1522,10349.6,115.0,Comedy,20000000,62624961,155507800,2011-11-18
1528,10.444,The Descendants,6.8,1522,10349.6,115.0,Drama,20000000,62624961,155507800,2011-11-18
1529,10.444,The Descendants,6.8,1522,10349.6,80.0,Drama,20000000,62624961,155507800,2011-11-18
1530,10.444,Contagion,6.3,2128,13406.4,106.0,Action,60000000,15658097,77551594,2011-09-09
1531,10.444,Contagion,6.3,2128,13406.4,106.0,Drama,60000000,15658097,77551594,2011-09-09
1532,10.444,Contagion,6.3,2128,13406.4,106.0,Thriller,60000000,15658097,77551594,2011-09-09
1533,10.390999999999998,What's Your Number?,6.4,1271,8134.400000000001,106.0,Comedy,20000000,-5988916,10163785,2011-09-30
1534,10.390999999999998,What's Your Number?,6.4,1271,8134.400000000001,106.0,Romance,20000000,-5988916,10163785,2011-09-30
1535,10.378,War Horse,7.2,1849,13312.800000000001,146.0,Drama,70000000,9883359,86815529,2011-12-25
1536,10.378,War Horse,7.2,1849,13312.800000000001,146.0,History,70000000,9883359,86815529,2011-12-25
1537,10.378,War Horse,7.2,1849,13312.800000000001,146.0,War,70000000,9883359,86815529,2011-12-25
1538,10.378,War Horse,7.2,1849,13312.800000000001,,Drama,70000000,9883359,86815529,2011-12-25
1539,10.352,A Dangerous Method,6.3,1066,6715.8,99.0,Biography,20000000,-14297917,-5192469,2011-11-23
1540,10.352,A Dangerous Method,6.3,1066,6715.8,99.0,Drama,20000000,-14297917,-5192469,2011-11-23
1541,10.352,A Dangerous Method,6.3,1066,6715.8,99.0,Romance,20000000,-14297917,-5192469,2011-11-23
1542,10.322,Beginners,6.9,532,3670.8,105.0,Comedy,3200000,2590894,11114407,2011-06-17
1543,10.322,Beginners,6.9,532,3670.8,105.0,Drama,3200000,2590894,11114407,2011-06-17
1544,10.322,Beginners,6.9,532,3670.8,105.0,Romance,3200000,2590894,11114407,2011-06-17
1545,10.308,One Day,7.2,2105,15156.0,107.0,Drama,15000000,-1156229,44168692,2011-08-19
1546,10.308,One Day,7.2,2105,15156.0,107.0,Romance,15000000,-1156229,44168692,2011-08-19
1547,10.308,One Day,7.2,2105,15156.0,93.0,Drama,15000000,-1156229,44168692,2011-08-19
1548,10.308,One Day,7.2,2105,15156.0,93.0,Romance,15000000,-1156229,44168692,2011-08-19
1549,10.308,One Day,7.2,2105,15156.0,93.0,Sci-Fi,15000000,-1156229,44168692,2011-08-19
1550,10.308,One Day,7.2,2105,15156.0,90.0,Family,15000000,-1156229,44168692,2011-08-19
1551,10.308,One Day,7.2,2105,15156.0,135.0,Drama,15000000,-1156229,44168692,2011-08-19
1552,10.308,One Day,7.2,2105,15156.0,135.0,Romance,15000000,-1156229,44168692,2011-08-19
1553,10.308,One Day,7.2,2105,15156.0,118.0,Drama,15000000,-1156229,44168692,2011-08-19
1554,10.308,One Day,7.2,2105,15156.0,118.0,Fantasy,15000000,-1156229,44168692,2011-08-19
1555,10.308,One Day,7.2,2105,15156.0,99.0,Drama,15000000,-1156229,44168692,2011-08-19
1556,10.269,Footloose,6.6,929,6131.4,113.0,Comedy,24000000,27802742,38989834,2011-10-14
1557,10.269,Footloose,6.6,929,6131.4,113.0,Comedy,8200000,71800000,71800000,2011-10-14
1558,10.269,Footloose,6.6,929,6131.4,113.0,Drama,24000000,27802742,38989834,2011-10-14
1559,10.269,Footloose,6.6,929,6131.4,113.0,Drama,8200000,71800000,71800000,2011-10-14
1560,10.269,Footloose,6.6,929,6131.4,113.0,Music,24000000,27802742,38989834,2011-10-14
1561,10.269,Footloose,6.6,929,6131.4,113.0,Music,8200000,71800000,71800000,2011-10-14
1562,10.181,Carnage,7.1,1478,10493.8,80.0,Comedy,25000000,-22453253,13112154,2011-12-16
1563,10.181,Carnage,7.1,1478,10493.8,80.0,Drama,25000000,-22453253,13112154,2011-12-16
1564,10.181,Carnage,7.1,1478,10493.8,68.0,Comedy,25000000,-22453253,13112154,2011-12-16
1565,10.177,The Guard,6.9,563,3884.7000000000003,96.0,Comedy,6000000,-640226,15197454,2011-07-29
1566,10.177,The Guard,6.9,563,3884.7000000000003,96.0,Crime,6000000,-640226,15197454,2011-07-29
1567,10.177,The Guard,6.9,563,3884.7000000000003,96.0,Thriller,6000000,-640226,15197454,2011-07-29
1568,10.155,The Artist,7.4,1787,13223.800000000001,100.0,Comedy,16000000,28667095,112256712,2011-10-14
1569,10.155,The Artist,7.4,1787,13223.800000000001,100.0,Drama,16000000,28667095,112256712,2011-10-14
1570,10.155,The Artist,7.4,1787,13223.800000000001,100.0,Romance,16000000,28667095,112256712,2011-10-14
1571,10.155,The Artist,7.4,1787,13223.800000000001,100.0,Thriller,16000000,28667095,112256712,2011-10-14
1572,10.155,The Artist,7.4,1787,13223.800000000001,53.0,Mystery,16000000,28667095,112256712,2011-10-14
1573,10.136,Beastly,6.1,1748,10662.8,86.0,Drama,17000000,10865571,21028230,2011-03-04
1574,10.136,Beastly,6.1,1748,10662.8,86.0,Fantasy,17000000,10865571,21028230,2011-03-04
1575,10.136,Beastly,6.1,1748,10662.8,86.0,Romance,17000000,10865571,21028230,2011-03-04
1576,10.128,Miss Bala,6.3,50,315.0,113.0,Crime,15000000,-1973,362298,2011-10-01
1577,10.128,Miss Bala,6.3,50,315.0,113.0,Drama,15000000,-1973,362298,2011-10-01
1578,10.128,Miss Bala,6.3,50,315.0,113.0,Thriller,15000000,-1973,362298,2011-10-01
1579,10.128,Miss Bala,6.3,50,315.0,104.0,Action,15000000,-1973,362298,2011-10-01
1580,10.128,Miss Bala,6.3,50,315.0,104.0,Crime,15000000,-1973,362298,2011-10-01
1581,10.128,Miss Bala,6.3,50,315.0,104.0,Drama,15000000,-1973,362298,2011-10-01
1582,10.127,The Ides of March,6.7,1405,9413.5,101.0,Drama,23000000,17962534,54735925,2011-10-07
1583,10.127,The Ides of March,6.7,1405,9413.5,101.0,Thriller,23000000,17962534,54735925,2011-10-07
1584,10.091,Like Crazy,6.5,638,4147.0,86.0,Drama,250000,3145391,3478400,2011-10-28
1585,10.091,Like Crazy,6.5,638,4147.0,86.0,Romance,250000,3145391,3478400,2011-10-28
1586,10.091,Like Crazy,6.5,638,4147.0,116.0,Comedy,250000,3145391,3478400,2011-10-28
1587,10.091,Like Crazy,6.5,638,4147.0,116.0,Drama,250000,3145391,3478400,2011-10-28
1588,10.091,Like Crazy,6.5,638,4147.0,,Drama,250000,3145391,3478400,2011-10-28
1589,10.03,Another Earth,6.7,853,5715.1,92.0,Drama,175000,1146194,1927779,2011-07-22
1590,10.03,Another Earth,6.7,853,5715.1,92.0,Romance,175000,1146194,1927779,2011-07-22
1591,10.03,Another Earth,6.7,853,5715.1,92.0,Sci-Fi,175000,1146194,1927779,2011-07-22
1592,10.015,Haywire,5.6,747,4183.2,93.0,Action,23000000,-4057604,13374700,2011-11-06
1593,10.015,Haywire,5.6,747,4183.2,93.0,Drama,23000000,-4057604,13374700,2011-11-06
1594,10.015,Haywire,5.6,747,4183.2,93.0,Thriller,23000000,-4057604,13374700,2011-11-06
1595,9.984,Hall Pass,5.5,1009,5549.5,105.0,Comedy,68000000,-22939266,19173475,2011-02-25
1596,9.984,Hall Pass,5.5,1009,5549.5,105.0,Romance,68000000,-22939266,19173475,2011-02-25
1597,9.931,We Bought a Zoo,6.7,1523,10204.1,124.0,Comedy,50000000,25624550,68729073,2011-12-23
1598,9.931,We Bought a Zoo,6.7,1523,10204.1,124.0,Drama,50000000,25624550,68729073,2011-12-23
1599,9.931,We Bought a Zoo,6.7,1523,10204.1,124.0,Family,50000000,25624550,68729073,2011-12-23
1600,9.805,Bridesmaids,6.5,2783,18089.5,125.0,Comedy,32500000,136711718,257132023,2011-05-13
1601,9.805,Bridesmaids,6.5,2783,18089.5,125.0,Romance,32500000,136711718,257132023,2011-05-13
1602,9.709,Hanna,6.6,1944,12830.4,111.0,Action,30000000,10259119,35343694,2011-04-08
1603,9.709,Hanna,6.6,1944,12830.4,111.0,Drama,30000000,10259119,35343694,2011-04-08
1604,9.709,Hanna,6.6,1944,12830.4,111.0,Thriller,30000000,10259119,35343694,2011-04-08
1605,9.676,The Rite,5.9,994,5864.6,114.0,Drama,37000000,-3952367,60143987,2011-01-28
1606,9.676,The Rite,5.9,994,5864.6,114.0,Horror,37000000,-3952367,60143987,2011-01-28
1607,9.676,The Rite,5.9,994,5864.6,114.0,Mystery,37000000,-3952367,60143987,2011-01-28
1608,9.669,Paranormal Activity 3,5.9,1197,7062.3,83.0,Horror,5000000,99028807,202039844,2011-10-21
1609,9.669,Paranormal Activity 3,5.9,1197,7062.3,83.0,Mystery,5000000,99028807,202039844,2011-10-21
1610,9.669,Paranormal Activity 3,5.9,1197,7062.3,83.0,Thriller,5000000,99028807,202039844,2011-10-21
1611,9.612,Attack the Block,6.4,1144,7321.6,88.0,Action,13000000,-11975825,-6540817,2011-07-29
1612,9.612,Attack the Block,6.4,1144,7321.6,88.0,Comedy,13000000,-11975825,-6540817,2011-07-29
1613,9.612,Attack the Block,6.4,1144,7321.6,88.0,Sci-Fi,13000000,-11975825,-6540817,2011-07-29
1614,9.518,The Dilemma,5.3,448,2374.4,111.0,Comedy,70000000,-21524710,546865,2011-01-13
1615,9.518,The Dilemma,5.3,448,2374.4,111.0,Drama,70000000,-21524710,546865,2011-01-13
1616,9.498,Margin Call,6.8,856,5820.8,107.0,Drama,3400000,1953586,17033227,2011-10-21
1617,9.498,Margin Call,6.8,856,5820.8,107.0,Thriller,3400000,1953586,17033227,2011-10-21
1618,9.477,Martha Marcy May Marlene,6.7,413,2767.1,102.0,Drama,1000000,1981038,4438911,2011-10-21
1619,9.477,Martha Marcy May Marlene,6.7,413,2767.1,102.0,Mystery,1000000,1981038,4438911,2011-10-21
1620,9.477,Martha Marcy May Marlene,6.7,413,2767.1,102.0,Thriller,1000000,1981038,4438911,2011-10-21
1621,9.393,Madea's Big Happy Family,6.7,71,475.7,106.0,Comedy,25000000,28345287,29160818,2011-04-22
1622,9.393,Madea's Big Happy Family,6.7,71,475.7,106.0,Drama,25000000,28345287,29160818,2011-04-22
1623,9.15,The Other Woman,6.2,220,1364.0,109.0,Comedy,40000000,43911193,155111193,2011-02-04
1624,9.15,The Other Woman,6.2,220,1364.0,109.0,Romance,40000000,43911193,155111193,2011-02-04
1625,11.894,The Other Woman,6.3,2276,14338.8,109.0,Comedy,40000000,43911193,155111193,2014-04-25
1626,11.894,The Other Woman,6.3,2276,14338.8,109.0,Romance,40000000,43911193,155111193,2014-04-25
1627,6.359,The Other Woman,4.9,60,294.0,109.0,Comedy,40000000,43911193,155111193,2018-04-30
1628,6.359,The Other Woman,4.9,60,294.0,109.0,Romance,40000000,43911193,155111193,2018-04-30
